cluster_id,canonical_name,birth_year,death_year,record_count,roles,subjects,genres,domains,sample_titles,domain_summary,context_completeness
305,"Olson, Steve, 1956-",1956.0,,1,Contributor,Science and state--United States--Congresses; Technology and state--United States--Congresses; Science consultants--United States--Congresses,Conference papers and proceedings,science; technology,"State science and technology policy advice: issues, opportunities, and challenges : summary of a national convocation",science; technology; Science and state--United States--Congresses; Technology and state--United States--Congresses; Science consultants--United States--Congresses; Conference papers and proceedings,0.8
306,"Olson, Steve, 1956-",1956.0,,1,Contributor,Biochemical markers--Congresses; Drugs--Safety measures--Congresses; Drugs--Testing--Congresses; Pharmaceutical Preparations--adverse effects--Congresses; Biological Markers--Congresses,Conference papers and proceedings,philosophy_psychology_religion,Accelerating the development of biomarkers for drug safety: workshop summary,philosophy_psychology_religion; Biochemical markers--Congresses; Drugs--Safety measures--Congresses; Drugs--Testing--Congresses; Pharmaceutical Preparations--adverse effects--Congresses; Biological Markers--Congresses; Drug Toxicity--Congresses,0.8
307,"Olson, Steve, 1956-",1956.0,,1,Contributor,Child abuse--United States--Prevention--Congresses; Child abuse--Treatment--United States--Congresses,Conference papers and proceedings,,"Child maltreatment research, policy, and practice for the next decade: workshop summary",Child abuse--United States--Prevention--Congresses; Child abuse--Treatment--United States--Congresses; Conference papers and proceedings,0.8
308,"Olson, Steve, 1956-",1956.0,,1,Contributor,Production engineering--United States--Design and construction--Congresses; Production engineering--Economic aspects--United States--Congresses; Engineering design--United States--Congresses,Conference papers and proceedings,technology,Making things: 21st century manufacturing and design : summary of a forum,technology; Production engineering--United States--Design and construction--Congresses; Production engineering--Economic aspects--United States--Congresses; Engineering design--United States--Congresses; Conference papers and proceedings,0.8
309,"Olson, Steve, 1956-",1956.0,,1,Author,Home care services--United States--Congresses; Caregivers--United States--Congresses; Medical personnel-caregiver relationships--Congresses; Home Care Services--United States--Congresses; Caregivers--education--United States--Congresses,Conference papers and proceedings,education; technology,The role of human factors in home health care: workshop summary,education; technology; Home care services--United States--Congresses; Caregivers--United States--Congresses; Medical personnel-caregiver relationships--Congresses; Home Care Services--United States--Congresses; Caregivers--education--United States--Congresses,0.8
310,"Olson, Steve, 1956-",1956.0,,1,Contributor,Technological innovations--Forecasting; Engineering--Technological innovations; Globalization--Economic aspects; Technology and state; Systems engineering,,philosophy_psychology_religion; science; technology,Global technology: changes and implications : summary of a forum,philosophy_psychology_religion; science; technology; Technological innovations--Forecasting; Engineering--Technological innovations; Globalization--Economic aspects; Technology and state,0.6
311,"Stewart, David",,,1,Subject,"Bingham, William; Gilmor, Robert; Hoffman, Susan S.; Howard, Jane G.; Semmes, John E.",Statistics,,"Ship ""Willink."" Letter from the Assistant Clerk of the Court of Claims transmitting the findings of fact and conclusions of law in the French spoliation claims relating to the ship ""Willink"" in the cases of David Stewart and John E. Semmes, receivers of the Maryland Insurance Co., and other claimants, against the United States. December 9, 1914. -- Referred to the Committee on Claims and ordered to be printed","Bingham, William; Gilmor, Robert; Hoffman, Susan S.; Howard, Jane G.; Semmes, John E.; Willink (Ship); International claims",0.6
312,"Stewart, David",,,1,Subject,"Beck, Paul, Jr; Brooke-Rawle, William; Cox, James S.; Cox, John S.; Dawes, Abijah",Statistics,,"Ship ""Alknomack."" Letter from the Assistant Clerk of the Court of Claims transmitting a copy of the conclusions of law and of fact in the French spoliation cases relating to the vessel ship ""Alknomack,"" Joel Vickers, master. December 15, 1910. -- Referred to the Committee on Claims and ordered to be printed.","Beck, Paul, Jr; Brooke-Rawle, William; Cox, James S.; Cox, John S.; Dawes, Abijah; Dawes, James Crawford; Elbert, Janet G.",0.6
313,"Stewart, David",,,1,Subject,"Johns, Richard; McClellan, John; Semmes, John E.; Walker, Samuel P.; Maryland Insurance Company (Maryland)",Statistics,,"Schooner ""Sisters."" Letter from the Assistant Clerk of the Court of Claims transmitting a copy of the conclusions of law and of fact in the French spoliation cases relating to the vessel schooner ""Sister,"" Richard Johns, master. December 15, 1910. -- Referred to the Committee on Claims and ordered to be printed.","Johns, Richard; McClellan, John; Semmes, John E.; Walker, Samuel P.; Maryland Insurance Company (Maryland); Sisters (Ship); Insurance companies",0.6
314,"Stewart, David",,,1,Subject,"Buchanan, Andrew; Buchanan, Sallie M.; Diggs, James; McFadon, John; Pennington, Josias",Statistics,,"Schooner ""Three Friends."" Letter from the Chief Clerk of the Court of Claims transmitting certified copy of findings of fact and conclusions of law in the French spoliation claim relating to the schooner ""Three Friends,"" in the case of Sallie M. Buchanan and Josias Pennington, administratrix and administrator of Andrew Buchanan... December 10, 1915. -- Referred to the Committee on Claims and ordered to be printed","Buchanan, Andrew; Buchanan, Sallie M.; Diggs, James; McFadon, John; Pennington, Josias; Ross, John; Semmes, John E.",0.6
315,"Stewart, David",,,1,Subject,"Anderson, Henry; Duvall, Martha A.; Evans, Thomas J.; Goldsborough, Howes; Stewart, Archibald",Statistics,fine_arts,"Brig ""Sally."" Letter from the Chief Clerk of the Court of Claims transmitting certified copy of the findings of fact and conclusions of law in the French spoliation claims relating to the brig ""Sally,"" in the claims of Martha A. Duvall, administratrix, Archibald Stewart, et al., against the United States. December 10, 1915. -- Referred to the Committee on Claims and ordered to be printed","fine_arts; Anderson, Henry; Duvall, Martha A.; Evans, Thomas J.; Goldsborough, Howes; Stewart, Archibald; John and Henry Anderson",0.6
