record,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,id,null_field_count,birth_year,death_year,name_without_dates,has_life_dates,pub_year,normalized_name,context,primary_context,domain_context,context_completeness,entity_mentions,has_vector,primary_domain,temp_cluster,cluster_id,canonical_name
"Contributor: Lucan, 39-65
Title: A continvation of Lucan's historicall poem till the death of Ivlivs Cæsar
Attribution: by TM
Provision information: London: Printed for James Boler at the Signe of the Marigold in Pauls Church-yard, 1630","7000 $aLucan,$d39-65.$lEnglish.","Lucan, 39-65",Contributor,A continvation of Lucan's historicall poem till the death of Ivlivs Cæsar,by TM,"London: Printed for James Boler at the Signe of the Marigold in Pauls Church-yard, 1630",,,,1337316,1337316#Agent700-20,3,,,"Lucan, 39-65",False,1630,lucan 39 65,"Lucan, 39-65 A continvation of Lucan's historicall poem till the death of Ivlivs Cæsar Contributor   ","Lucan, 39-65 A continvation of Lucan's historicall poem till the death of Ivlivs Cæsar Contributor", ,0.4,Contributor;Ivlivs;Lucan,True,,36.0,36,"Lucan, 39-65"
"Contributor: Lucan, 39-65
Title: M. Annei Lvcani De bello civili libri decem: nunc recèns post omneis omnium editiones sedulò recogniti, ac scholijs lepidis illustrati
Subjects: Vernon, W.--Bookplate
Provision information: Lvgduni: Apvd haered.Seb.Gryphii, 1561","1000 $aLucan,$d39-65.","Lucan, 39-65",Contributor,"M. Annei Lvcani De bello civili libri decem: nunc recèns post omneis omnium editiones sedulò recogniti, ac scholijs lepidis illustrati",,"Lvgduni: Apvd haered.Seb.Gryphii, 1561","Vernon, W.--Bookplate",,,1311619,1311619#Agent100-13,3,,,"Lucan, 39-65",False,1561,lucan 39 65,"Lucan, 39-65 M. Annei Lvcani De bello civili libri decem: nunc recèns post omneis omnium editiones sedulò recogniti, ac scholijs lepidis illustrati Contributor Vernon, W.--Bookplate  ","Lucan, 39-65 M. Annei Lvcani De bello civili libri decem: nunc recèns post omneis omnium editiones sedulò recogniti, ac scholijs lepidis illustrati Contributor","Vernon, W.--Bookplate ",0.4,Annei Lvcani De;Bookplate;Contributor;Vernon,True,,36.0,36,"Lucan, 39-65"
"Contributor: Lucan, 39-65
Title: M. Annei Lucani De bello ciuili libri decem
Variant titles: M. Annei Lvcani De bello civili libri decem; De bello civili libri decem; De bello ciuili libri decem
Subjects: Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp
Provision information: Lugduni: Apud Seb. Gryphium, 1539","1000 $aLucan,$d39-65.","Lucan, 39-65",Contributor,M. Annei Lucani De bello ciuili libri decem,,"Lugduni: Apud Seb. Gryphium, 1539","Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp",,,1314736,1314736#Agent100-11,3,,,"Lucan, 39-65",False,1539,lucan 39 65,"Lucan, 39-65 M. Annei Lucani De bello ciuili libri decem Contributor Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp  ","Lucan, 39-65 M. Annei Lucani De bello ciuili libri decem Contributor","Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp ",0.4,Annei Lucani De;Azevedo;Battle;Casa;Civil War;Contributor;Farsala;Greece;History;Pharsalus;Rome;Stamp,True,history,36.0,36,"Lucan, 39-65"
"Contributor: Lucan, 39-65
Title: M. Annei Lucani De bello ciuili libri decem
Variant titles: M. Annei Lvcani De bello civili libri decem; De bello civili libri decem; De bello ciuili libri decem
Version of: Pharsalia
Subjects: Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp
Provision information: Lugduni: Apud Seb. Gryphium, 1539","1000 $aLucan,$d39-65.","Lucan, 39-65",Contributor,M. Annei Lucani De bello ciuili libri decem,,"Lugduni: Apud Seb. Gryphium, 1539","Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp",,Pharsalia,1314736,1314736#Hub240-12-Agent,2,,,"Lucan, 39-65",False,1539,lucan 39 65,"Lucan, 39-65 M. Annei Lucani De bello ciuili libri decem Contributor Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp  Pharsalia","Lucan, 39-65 M. Annei Lucani De bello ciuili libri decem Contributor","Pharsalus, Battle of, Farsala, Greece, 48 B.C.; Rome--History--Civil War, 49-45 B.C; Casa de Azevedo--Stamp ",0.6,Annei Lucani De;Azevedo;Battle;Casa;Civil War;Contributor;Farsala;Greece;History;Pharsalus;Rome;Stamp,True,history,36.0,36,"Lucan, 39-65"
"Contributor: Butler, Samuel
Title: Hudibras: in three parts, written in the time of the late wars: corrected and amended
Attribution: With large annotations, and a preface by Zachary Grey, LL.D.
Subjects: Walpole, Horace, 1717-1797--Ownership; Walpole, Horace, 1717-1797--Bookplate
Provision information: 1744","1001 $aButler, Samuel.","Butler, Samuel",Contributor,"Hudibras: in three parts, written in the time of the late wars: corrected and amended","With large annotations, and a preface by Zachary Grey, LL.D.",1744,"Walpole, Horace, 1717-1797--Ownership; Walpole, Horace, 1717-1797--Bookplate",,,1737312,1737312#Agent100-12,2,,,"Butler, Samuel",False,1744,butler samuel,"Butler, Samuel Hudibras: in three parts, written in the time of the late wars: corrected and amended Contributor Walpole, Horace, 1717-1797--Ownership; Walpole, Horace, 1717-1797--Bookplate  ","Butler, Samuel Hudibras: in three parts, written in the time of the late wars: corrected and amended Contributor","Walpole, Horace, 1717-1797--Ownership; Walpole, Horace, 1717-1797--Bookplate ",0.6,Bookplate;Contributor;Horace;Hudibras;Ownership;Walpole,True,,78.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Butler, Samuel, 1612-1680
Title: The last uuill and testament of the Earl of Pembroke
Subjects: Brit Tracts--1650
Provision information: [London]: [1650]","7001 $aButler, Samuel,$d1612-1680.","Butler, Samuel, 1612-1680",Contributor,The last uuill and testament of the Earl of Pembroke,,[London]: [1650],Brit Tracts--1650,,,1268837,1268837#Agent700-19,3,1612,1680,"Butler, Samuel",True,1650,butler samuel,"Butler, Samuel, 1612-1680 The last uuill and testament of the Earl of Pembroke Contributor Brit Tracts--1650  ","Butler, Samuel, 1612-1680 The last uuill and testament of the Earl of Pembroke Contributor",Brit Tracts--1650 ,0.4,Brit Tracts;Contributor;Earl;Pembroke,True,,20.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Butler, Samuel, 1612-1680
Title: Hudibras: in three parts, written in the time of the late wars
Provision information: London: Printed and are to be sold by Richard Parker ..., 1689; Corrected and amended with several additions and annotations","1001 $aButler, Samuel,$d1612-1680.","Butler, Samuel, 1612-1680",Contributor,"Hudibras: in three parts, written in the time of the late wars",,"London: Printed and are to be sold by Richard Parker ..., 1689 Corrected and amended with several additions and annotations",,,,1409788,1409788#Agent100-16,4,1612,1680,"Butler, Samuel",True,1689,butler samuel,"Butler, Samuel, 1612-1680 Hudibras: in three parts, written in the time of the late wars Contributor   ","Butler, Samuel, 1612-1680 Hudibras: in three parts, written in the time of the late wars Contributor", ,0.19999999999999996,Contributor;Hudibras,True,,20.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Butler, Samuel, 1612-1680
Title: Hudibras: a poem ... with a biographical sketch of the author.
Genres: Autobiographies
Provision information: London: Jones & co, 1830","1001 $aButler, Samuel,$d1612-1680.","Butler, Samuel, 1612-1680",Contributor,Hudibras: a poem ... with a biographical sketch of the author.,,"London: Jones & co, 1830",,Autobiographies,,1175266,1175266#Agent100-13,3,1612,1680,"Butler, Samuel",True,1830,butler samuel,"Butler, Samuel, 1612-1680 Hudibras: a poem ... with a biographical sketch of the author. Contributor  Autobiographies ","Butler, Samuel, 1612-1680 Hudibras: a poem ... with a biographical sketch of the author. Contributor", Autobiographies,0.4,Contributor;Hudibras,True,,20.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Butler, Samuel, 1612-1680
Title: Hudibras
Attribution: written by the author of the first and second parts
Provision information: London: Printed for Thomas Horne ..., 1694","1001 $aButler, Samuel,$d1612-1680.","Butler, Samuel, 1612-1680",Contributor,Hudibras,written by the author of the first and second parts,"London: Printed for Thomas Horne ..., 1694",,,,1437450,1437450#Agent100-14,3,1612,1680,"Butler, Samuel",True,1694,butler samuel,"Butler, Samuel, 1612-1680 Hudibras Contributor   ","Butler, Samuel, 1612-1680 Hudibras Contributor", ,0.4,Contributor;Hudibras,True,,20.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Bolton, Robert, 1572-1631
Title: The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire
Attribution: as they were finished by himself in his life time ; the life and death of the author, by E.B. ... ; a discourse about the state of true happiness, directions for a comfortable walking with God, instructions for a right comforting afflicted consciences, &c, his foure last things, death, judgement, hell, and heaven, &c., his funeral sermon, by Nicholas Estwick
Subjects: Conscience
Genres: Biographies
Provision information: London: Printed by George Miller, 1641","1001 $aBolton, Robert,$d1572-1631.","Bolton, Robert, 1572-1631",Contributor,"The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire","as they were finished by himself in his life time ; the life and death of the author, by E.B. ... ; a discourse about the state of true happiness, directions for a comfortable walking with God, instructions for a right comforting afflicted consciences, &c, his foure last things, death, judgement, hell, and heaven, &c., his funeral sermon, by Nicholas Estwick","London: Printed by George Miller, 1641",Conscience,Biographies,,1428277,1428277#Agent100-14,1,1572,1631,"Bolton, Robert",True,1641,bolton robert,"Bolton, Robert, 1572-1631 The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire Contributor Conscience Biographies ","Bolton, Robert, 1572-1631 The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire Contributor",Conscience Biographies,0.8,Batchelour;Brasen;Broughton;Conscience;Contributor;Divinity;Northhampton;Nose Colledge;Oxford;Rector;Robert Bolton;Shire,True,science,38.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Bolton, Robert
Title: The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire
Related work: Instrvctions for a right comforting afflicted consciences
Attribution: as they were finished by himself in his life time ; the life and death of the author, by E.B. ... ; a discourse about the state of true happiness, directions for a comfortable walking with God, instructions for a right comforting afflicted consciences, &c, his foure last things, death, judgement, hell, and heaven, &c., his funeral sermon, by Nicholas Estwick
Subjects: Conscience
Genres: Biographies
Provision information: London: Printed by George Miller, 1641","70012$aBolton, Robert.$tInstrvctions for a right comforting afflicted consciences.","Bolton, Robert",Contributor,"The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire","as they were finished by himself in his life time ; the life and death of the author, by E.B. ... ; a discourse about the state of true happiness, directions for a comfortable walking with God, instructions for a right comforting afflicted consciences, &c, his foure last things, death, judgement, hell, and heaven, &c., his funeral sermon, by Nicholas Estwick","London: Printed by George Miller, 1641",Conscience,Biographies,Instrvctions for a right comforting afflicted consciences,1428277,1428277#Agent700-24,0,,,"Bolton, Robert",False,1641,bolton robert,"Bolton, Robert The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire Contributor Conscience Biographies Instrvctions for a right comforting afflicted consciences","Bolton, Robert The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire Contributor",Conscience Biographies,1.0,Batchelour;Brasen;Broughton;Conscience;Contributor;Divinity;Northhampton;Nose Colledge;Oxford;Rector;Robert Bolton;Shire,True,science,37.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Bolton, Robert, 1572-1631
Title: Helpes to humiliation
Subjects: Repentance--Early works to 1800; Humility--Christianity
Provision information: Printed at London: By T. Cotes, for Peter Whaly, dwelling in North-Hampton, 1630","1001 $aBolton, Robert,$d1572-1631.$0http://id.loc.gov/authorities/names/n50042049","Bolton, Robert, 1572-1631",Contributor,Helpes to humiliation,,"Printed at London: By T. Cotes, for Peter Whaly, dwelling in North-Hampton, 1630",Repentance--Early works to 1800; Humility--Christianity,,,1492048,1492048-9b2a6246-f3a8-457d-a749-abc815b2ab2b#http://id.loc.gov/rwo/agents/n50042049,3,1572,1631,"Bolton, Robert",True,1630,bolton robert,"Bolton, Robert, 1572-1631 Helpes to humiliation Contributor Repentance--Early works to 1800; Humility--Christianity  ","Bolton, Robert, 1572-1631 Helpes to humiliation Contributor",Repentance--Early works to 1800; Humility--Christianity ,0.4,Christianity;Contributor;Early;Helpes;Humility;Repentance,True,philosophy_psychology_religion,38.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Bolton, Robert, 1572-1631
Title: Some generall directions for a comfortable walking with God ...
Attribution: by Robert Bolton ...
Subjects: Christian life
Provision information: London: 1630; 3rd ed.","1001 $aBolton, Robert,$d1572-1631.","Bolton, Robert, 1572-1631",Contributor,Some generall directions for a comfortable walking with God ...,by Robert Bolton ...,London: 1630 3rd ed.,Christian life,,,1168799,1168799#Agent100-13,2,1572,1631,"Bolton, Robert",True,1630,bolton robert,"Bolton, Robert, 1572-1631 Some generall directions for a comfortable walking with God ... Contributor Christian life  ","Bolton, Robert, 1572-1631 Some generall directions for a comfortable walking with God ... Contributor",Christian life ,0.6,Christian;Contributor;Some,True,,38.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Bolton, Robert, 1572-1631
Title: Some generall directions for a comfortable walking with God: delivered in the lecture at Kettering in Northhamptonshire: with enlargement
Attribution: By Robert Bolton
Subjects: Christian life--Anglican authors
Provision information: London: 1634; 4th ed., corr. and amended, with a table thereunto annexed.","1001 $aBolton, Robert,$d1572-1631.","Bolton, Robert, 1572-1631",Contributor,Some generall directions for a comfortable walking with God: delivered in the lecture at Kettering in Northhamptonshire: with enlargement,By Robert Bolton,"London: 1634 4th ed., corr. and amended, with a table thereunto annexed.",Christian life--Anglican authors,,,1269925,1269925#Agent100-15,2,1572,1631,"Bolton, Robert",True,1634,bolton robert,"Bolton, Robert, 1572-1631 Some generall directions for a comfortable walking with God: delivered in the lecture at Kettering in Northhamptonshire: with enlargement Contributor Christian life--Anglican authors  ","Bolton, Robert, 1572-1631 Some generall directions for a comfortable walking with God: delivered in the lecture at Kettering in Northhamptonshire: with enlargement Contributor",Christian life--Anglican authors ,0.6,Anglican;Christian;Contributor;Kettering;Northhamptonshire;Some,True,language_and_literature,38.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Bolton, Robert, 1572-1631
Title: Mr. Boltons last and learned worke of the foure last things: death, iudgement, hell, and heaven : with his assise-sermon [Lent, 1630] and notes on Iustice Nicolls his funerall : together with the life and death of the author
Attribution: published by E. B. [i.e. E. Bagshawe]; and re-viewed, with marginall notes, and an alphabeticall table added thereunto, Hereunto is added the sermon at M. Boltons funerall, by M. Nic. Estwick
Subjects: Bolton, Robert, 1572-1631; Church of England--Clergy--Biography; Church of England--Sermons; Clergy--England--Biography; Christian life--Anglican authors; Eschatology--Early works to 1800; Funeral sermons; Sermons, English; Future life--Christianity
Genres: Biographies
Provision information: London: 1635; 3d ed.","1001 $aBolton, Robert,$d1572-1631.","Bolton, Robert, 1572-1631",Contributor,"Mr. Boltons last and learned worke of the foure last things: death, iudgement, hell, and heaven : with his assise-sermon [Lent, 1630] and notes on Iustice Nicolls his funerall : together with the life and death of the author","published by E. B. [i.e. E. Bagshawe]; and re-viewed, with marginall notes, and an alphabeticall table added thereunto, Hereunto is added the sermon at M. Boltons funerall, by M. Nic. Estwick",London: 1635 3d ed.,"Bolton, Robert, 1572-1631; Church of England--Clergy--Biography; Church of England--Sermons; Clergy--England--Biography; Christian life--Anglican authors; Eschatology--Early works to 1800; Funeral sermons; Sermons, English; Future life--Christianity",Biographies,,1269924,1269924#Agent100-15,1,1572,1631,"Bolton, Robert",True,1635,bolton robert,"Bolton, Robert, 1572-1631 Mr. Boltons last and learned worke of the foure last things: death, iudgement, hell, and heaven : with his assise-sermon [Lent, 1630] and notes on Iustice Nicolls his funerall : together with the life and death of the author Contributor Bolton, Robert, 1572-1631; Church of England--Clergy--Biography; Church of England--Sermons; Clergy--England--Biography; Christian life--Anglican authors; Eschatology--Early works to 1800; Funeral sermons; Sermons, English; Future life--Christianity Biographies ","Bolton, Robert, 1572-1631 Mr. Boltons last and learned worke of the foure last things: death, iudgement, hell, and heaven : with his assise-sermon [Lent, 1630] and notes on Iustice Nicolls his funerall : together with the life and death of the author Contributor","Bolton, Robert, 1572-1631; Church of England--Clergy--Biography; Church of England--Sermons; Clergy--England--Biography; Christian life--Anglican authors; Eschatology--Early works to 1800; Funeral sermons; Sermons, English; Future life--Christianity Biographies",0.8,Anglican;Biography;Bolton;Boltons;Christian;Christianity;Church;Clergy;Contributor;Early;England;English;Eschatology;Funeral;Future;Iustice Nicolls;Lent;Robert;Sermons,True,philosophy_psychology_religion;language_and_literature,38.0,26,"Bolton, Robert, 1572-1631"
